"","kc.artist_name","kc.artist_id","kc.album_type","kc.album_release_date","kc.album_release_year","kc.album_release_date_precision","kc.danceability","kc.energy","kc.energy.1","kc.key","kc.loudness","kc.mode","kc.speechiness","kc.acousticness","kc.instrumentalness","kc.liveness","kc.liveness.1","kc.valence","kc.tempo","kc.track_id","kc.duration_ms","kc.explicit","kc.is_local","kc.track_name","kc.track_number","kc.type","kc.album_name","kc.key_name","kc.mode_name","kc.key_mode"
"69","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2015-02-27",2015,"day",0.276,0.366,0.366,8,-6.963,1,0.0359,0.451,0,0.107,0.107,0.0776,112.168,"4iPGUl3VydxPzToAGvXhCf",272693,FALSE,FALSE,"Run Run Run (feat. John Legend)",6,"track","Piece By Piece (Deluxe Version)","G#","major","G# major"
"70","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2015-02-27",2015,"day",0.469,0.727,0.727,7,-5.45,1,0.0372,0.00135,0,0.206,0.206,0.244,169.984,"5nGiwq7xRCogt5egwmNYSX",238920,FALSE,FALSE,"I Had A Dream",7,"track","Piece By Piece (Deluxe Version)","G","major","G major"
"71","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2015-02-27",2015,"day",0.392,0.903,0.903,0,-5.372,0,0.376,0.0788,0,0.0776,0.0776,0.168,187.789,"6rpEn1b8ompD8bDLNCgcsE",235266,FALSE,FALSE,"Let Your Tears Fall",8,"track","Piece By Piece (Deluxe Version)","C","minor","C minor"
"72","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2015-02-27",2015,"day",0.449,0.366,0.366,9,-8.381,0,0.0264,0.643,0,0.138,0.138,0.249,73.99,"06RvSvlEgjxOcKXjLaXM14",212813,FALSE,FALSE,"Tightrope",9,"track","Piece By Piece (Deluxe Version)","A","minor","A minor"
"73","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2015-02-27",2015,"day",0.712,0.842,0.842,11,-4.096,1,0.0402,0.0112,0,0.0377,0.0377,0.744,127.989,"7FzMcPwWshq9KvSJCgycHv",224360,FALSE,FALSE,"War Paint",10,"track","Piece By Piece (Deluxe Version)","B","major","B major"
"74","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2015-02-27",2015,"day",0.494,0.836,0.836,7,-5.769,1,0.0609,0.00178,8.21e-06,0.0947,0.0947,0.261,121.015,"1LTcxVasGqlziLbZzBn5nU",260533,FALSE,FALSE,"Dance With Me",11,"track","Piece By Piece (Deluxe Version)","G","major","G major"
"75","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2015-02-27",2015,"day",0.749,0.81,0.81,8,-4.816,1,0.0314,0.0223,0,0.297,0.297,0.38,120.041,"7y7z8y4Txm3bVA1nCxFCjk",217173,FALSE,FALSE,"Nostalgic",12,"track","Piece By Piece (Deluxe Version)","G#","major","G# major"
"76","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2015-02-27",2015,"day",0.611,0.762,0.762,1,-6.303,1,0.0411,0.0292,0,0.0992,0.0992,0.636,164.98,"7ITZXDVEyVJ5HwVYsi7Ro5",201706,FALSE,FALSE,"Good Goes The Bye",13,"track","Piece By Piece (Deluxe Version)","C#","major","C# major"
"77","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2015-02-27",2015,"day",0.466,0.852,0.852,7,-4.794,0,0.0499,0.00706,0,0.184,0.184,0.908,188.015,"0FItO6grKL1xW908yKcl3Z",198226,FALSE,FALSE,"Bad Reputation",14,"track","Piece By Piece (Deluxe Version)","G","minor","G minor"
"78","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2015-02-27",2015,"day",0.518,0.852,0.852,0,-4.919,1,0.0439,0.11,1.06e-06,0.245,0.245,0.392,90.021,"5Sfu1QCxnoxoq7IM8LzTOI",281413,FALSE,FALSE,"In The Blue",15,"track","Piece By Piece (Deluxe Version)","C","major","C major"
"79","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2015-02-27",2015,"day",0.588,0.767,0.767,7,-4.191,1,0.0725,0.151,0,0.207,0.207,0.485,159.999,"2NcRRxRYWlgge5DNkuihY7",195173,FALSE,FALSE,"Second Wind",16,"track","Piece By Piece (Deluxe Version)","G","major","G major"
"80","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.521,0.734,0.734,7,-4.668,1,0.0392,0.365,0,0.132,0.132,0.356,123.84,"3MDQPA7rozKpLiIE3vpSyN",216906,FALSE,FALSE,"Wrapped in Red",1,"track","Wrapped In Red (Deluxe Version)","G","major","G major"
"81","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.509,0.812,0.812,8,-5.439,1,0.0537,0.00128,1.99e-05,0.214,0.214,0.689,159.878,"2mQeI6pqrBgBvBvqyOgXcN",229640,FALSE,FALSE,"Underneath the Tree",2,"track","Wrapped In Red (Deluxe Version)","G#","major","G# major"
"82","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.224,0.221,0.221,7,-10.463,1,0.035,0.947,2.19e-06,0.108,0.108,0.174,144.21,"5RWOu5w8T3OxipVyUklCPU",219120,FALSE,FALSE,"Have Yourself a Merry Little Christmas",3,"track","Wrapped In Red (Deluxe Version)","G","major","G major"
"83","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.572,0.895,0.895,5,-2.654,1,0.0644,0.0134,0,0.216,0.216,0.922,145.008,"6Rw3FmnThrPFVzqZ8bUL28",147986,FALSE,FALSE,"Run Run Rudolph",4,"track","Wrapped In Red (Deluxe Version)","F","major","F major"
"84","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.302,0.619,0.619,11,-5.8,1,0.0438,0.332,0,0.104,0.104,0.262,185.594,"1a3nqIkJ93gorATPvNbYkE",199080,FALSE,FALSE,"Please Come Home for Christmas (Bells Will Be Ringing)",5,"track","Wrapped In Red (Deluxe Version)","B","major","B major"
"85","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.337,0.644,0.644,9,-4.379,1,0.0329,0.125,0,0.165,0.165,0.256,173.111,"552L8lUSNUATDAs2Ub7PTu",226986,FALSE,FALSE,"Every Christmas",6,"track","Wrapped In Red (Deluxe Version)","A","major","A major"
"86","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.652,0.493,0.493,1,-7.929,1,0.032,0.515,4.29e-05,0.141,0.141,0.471,95.089,"6sZzkgybkfVC4BAgYIKuEm",172613,FALSE,FALSE,"Blue Christmas",7,"track","Wrapped In Red (Deluxe Version)","C#","major","C# major"
"87","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.563,0.556,0.556,5,-7.345,1,0.0536,0.34,0,0.0805,0.0805,0.586,118.036,"07D8WWheVdl0xZ4YzOcfan",181506,FALSE,FALSE,"Baby, It's Cold Outside (feat. Ronnie Dunn)",8,"track","Wrapped In Red (Deluxe Version)","F","major","F major"
"88","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.633,0.511,0.511,7,-5.83,1,0.0278,0.0408,0,0.263,0.263,0.381,80.968,"2u47rkgcjqyStcLigmOtmT",202093,FALSE,FALSE,"Winter Dreams (Brandon's Song)",9,"track","Wrapped In Red (Deluxe Version)","G","major","G major"
"89","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.372,0.216,0.216,9,-11.623,1,0.0336,0.941,3.03e-06,0.109,0.109,0.19,83.334,"4kxVEmckQL848wxKqCU0ST",182293,FALSE,FALSE,"White Christmas",10,"track","Wrapped In Red (Deluxe Version)","A","major","A major"
"90","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.298,0.802,0.802,11,-5.134,0,0.145,0.139,0,0.207,0.207,0.625,179.379,"68gz1sa6s6jj5CuLtoCkBx",169093,FALSE,FALSE,"My Favorite Things",11,"track","Wrapped In Red (Deluxe Version)","B","minor","B minor"
"91","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.633,0.861,0.861,1,-6.574,1,0.0566,0.0742,0,0.105,0.105,0.707,150.005,"7nyj67LW7SZlVDuOt9cN0b",208413,FALSE,FALSE,"4 Carats",12,"track","Wrapped In Red (Deluxe Version)","C#","major","C# major"
"92","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.509,0.465,0.465,9,-8.275,1,0.0444,0.44,0,0.0979,0.0979,0.176,149.967,"7IKmCKJ1r3GzsSqbZZW4Ll",210933,FALSE,FALSE,"Just for Now",13,"track","Wrapped In Red (Deluxe Version)","A","major","A major"
"93","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.181,0.214,0.214,7,-8.362,1,0.0304,0.891,0,0.103,0.103,0.144,72.702,"4YL6iM9GiTjZZ8F0uOgD3s",249240,FALSE,FALSE,"Silent Night (feat. Reba McEntire & Trisha Yearwood)",14,"track","Wrapped In Red (Deluxe Version)","G","major","G major"
"94","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.364,0.182,0.182,5,-11.173,1,0.0313,0.934,0.000179,0.0998,0.0998,0.266,81.784,"2S1xupu8pRR7raQzteevNC",173400,FALSE,FALSE,"I'll Be Home for Christmas",15,"track","Wrapped In Red (Deluxe Version)","F","major","F major"
"95","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.275,0.0234,0.0234,11,-14.301,1,0.0375,0.949,2.7e-05,0.0991,0.0991,0.0434,78.713,"34StVhhQnqhgyGtqqJkQyt",120600,FALSE,FALSE,"Oh Come, Oh Come Emmanuel",16,"track","Wrapped In Red (Deluxe Version)","B","major","B major"
"96","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.521,0.734,0.734,7,-4.668,1,0.0392,0.365,0,0.132,0.132,0.356,123.84,"5fclVBnzaGrbucvVMC228o",216906,FALSE,FALSE,"Wrapped in Red",1,"track","Wrapped In Red","G","major","G major"
"97","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.509,0.812,0.812,8,-5.439,1,0.0537,0.00128,1.99e-05,0.214,0.214,0.689,159.878,"3YZE5qDV7u1ZD1gZc47ZeR",229640,FALSE,FALSE,"Underneath the Tree",2,"track","Wrapped In Red","G#","major","G# major"
"98","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.224,0.221,0.221,7,-10.463,1,0.035,0.947,2.19e-06,0.108,0.108,0.174,144.21,"2qOxJaFD00XSblRJ4FDuX2",219120,FALSE,FALSE,"Have Yourself a Merry Little Christmas",3,"track","Wrapped In Red","G","major","G major"
"99","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.572,0.895,0.895,5,-2.654,1,0.0644,0.0134,0,0.216,0.216,0.922,145.008,"7qtBirjfexEIOK3xuqYLR3",147986,FALSE,FALSE,"Run Run Rudolph",4,"track","Wrapped In Red","F","major","F major"
"100","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.302,0.619,0.619,11,-5.8,1,0.0438,0.332,0,0.104,0.104,0.262,185.594,"2mTtNTa2fnj9m4uyBbKPDr",199080,FALSE,FALSE,"Please Come Home for Christmas (Bells Will Be Ringing)",5,"track","Wrapped In Red","B","major","B major"
"101","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.337,0.644,0.644,9,-4.379,1,0.0329,0.125,0,0.165,0.165,0.256,173.111,"3ZWs7ECdC7fR0oNhZkkVZ2",226986,FALSE,FALSE,"Every Christmas",6,"track","Wrapped In Red","A","major","A major"
"102","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.652,0.493,0.493,1,-7.929,1,0.032,0.515,4.29e-05,0.141,0.141,0.471,95.089,"2hTgSVcdbDZoHrFL99sODv",172613,FALSE,FALSE,"Blue Christmas",7,"track","Wrapped In Red","C#","major","C# major"
"103","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.563,0.556,0.556,5,-7.345,1,0.0536,0.34,0,0.0805,0.0805,0.586,118.036,"4Cc3BB0KwokOT5pdnGplqL",181506,FALSE,FALSE,"Baby, It's Cold Outside (feat. Ronnie Dunn)",8,"track","Wrapped In Red","F","major","F major"
"104","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.633,0.511,0.511,7,-5.83,1,0.0278,0.0408,0,0.263,0.263,0.381,80.968,"7xAeFTiG6bfdrQSwRNJLgH",202093,FALSE,FALSE,"Winter Dreams (Brandon's Song)",9,"track","Wrapped In Red","G","major","G major"
"105","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.372,0.216,0.216,9,-11.623,1,0.0336,0.941,3.03e-06,0.109,0.109,0.19,83.334,"4ud5nPW0fN8Li4FyIq0rh5",182293,FALSE,FALSE,"White Christmas",10,"track","Wrapped In Red","A","major","A major"
"106","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.298,0.802,0.802,11,-5.134,0,0.145,0.139,0,0.207,0.207,0.625,179.379,"3DzYn4QDEQcyLMD1DQTbYw",169093,FALSE,FALSE,"My Favorite Things",11,"track","Wrapped In Red","B","minor","B minor"
"107","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.633,0.861,0.861,1,-6.574,1,0.0566,0.0742,0,0.105,0.105,0.707,150.005,"6TVB8slI6RZIe9E6MafPHx",208413,FALSE,FALSE,"4 Carats",12,"track","Wrapped In Red","C#","major","C# major"
"108","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.509,0.465,0.465,9,-8.275,1,0.0444,0.44,0,0.0979,0.0979,0.176,149.967,"5YIh8uixmY4g4cC1MxoXnt",210933,FALSE,FALSE,"Just for Now",13,"track","Wrapped In Red","A","major","A major"
"109","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-29",2013,"day",0.181,0.214,0.214,7,-8.362,1,0.0304,0.891,0,0.103,0.103,0.144,72.702,"63zfmZPW9bkYK1fF4bZUTs",249240,FALSE,FALSE,"Silent Night (feat. Reba McEntire & Trisha Yearwood)",14,"track","Wrapped In Red","G","major","G major"
"110","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.54,0.734,0.734,7,-4.668,1,0.0366,0.365,0,0.132,0.132,0.36,123.877,"2nMZx7QHerfo4Wv37xNUEC",216906,FALSE,FALSE,"Wrapped in Red",1,"track","Wrapped In Red","G","major","G major"
"111","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.509,0.812,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.214,0.689,159.876,"3nAp4IvdMPPWEH9uuXFFV5",229640,FALSE,FALSE,"Underneath the Tree",2,"track","Wrapped In Red","G#","major","G# major"
"112","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.26,0.221,0.221,7,-10.463,1,0.0345,0.947,2.19e-06,0.108,0.108,0.175,81.757,"1WDfe4w7jgh9ZpVn56gmrv",219120,FALSE,FALSE,"Have Yourself a Merry Little Christmas",3,"track","Wrapped In Red","G","major","G major"
"113","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.572,0.895,0.895,5,-2.654,1,0.0644,0.0134,0,0.216,0.216,0.922,145.008,"4bcH4Qux77P70oawdihgIa",147986,FALSE,FALSE,"Run Run Rudolph",4,"track","Wrapped In Red","F","major","F major"
"114","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.299,0.621,0.621,11,-5.8,1,0.0438,0.33,0,0.104,0.104,0.266,185.537,"42X0uRpzqXXHJzX0mzThGL",199080,FALSE,FALSE,"Please Come Home for Christmas (Bells Will Be Ringing)",5,"track","Wrapped In Red","B","major","B major"
"115","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.336,0.645,0.645,9,-4.379,1,0.0329,0.125,0,0.165,0.165,0.256,173.114,"3x5Uvh0XPdJUuNB92OZBO9",226986,FALSE,FALSE,"Every Christmas",6,"track","Wrapped In Red","A","major","A major"
"116","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.652,0.493,0.493,1,-7.929,1,0.032,0.515,4.29e-05,0.141,0.141,0.471,95.09,"0ba3E5awT0IGhCVAOTxSMu",172613,FALSE,FALSE,"Blue Christmas",7,"track","Wrapped In Red","C#","major","C# major"
"117","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.563,0.556,0.556,5,-7.345,1,0.0536,0.341,0,0.0805,0.0805,0.587,118.041,"5cXaKZblS9ala9yO3j4dAc",181506,FALSE,FALSE,"Baby, It's Cold Outside (feat. Ronnie Dunn)",8,"track","Wrapped In Red","F","major","F major"
"118","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.633,0.511,0.511,7,-5.833,1,0.0278,0.0406,0,0.263,0.263,0.434,80.969,"4EEWeQlsEkP8uDc1zvOG5B",202093,FALSE,FALSE,"Winter Dreams (Brandon's Song)",9,"track","Wrapped In Red","G","major","G major"
"119","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.326,0.216,0.216,9,-11.623,1,0.0338,0.941,3.03e-06,0.109,0.109,0.189,83.282,"7q0vS6Mnb1wOFIyaqzSnfx",182293,FALSE,FALSE,"White Christmas",10,"track","Wrapped In Red","A","major","A major"
"120","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.346,0.802,0.802,11,-5.135,0,0.133,0.143,0,0.207,0.207,0.624,179.547,"01i3BDtgXG4mXQ3lXIWfqj",169093,FALSE,FALSE,"My Favorite Things",11,"track","Wrapped In Red","B","minor","B minor"
"121","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.632,0.86,0.86,1,-6.574,1,0.056,0.0717,0,0.109,0.109,0.701,150.003,"4Qm7H1gEdY5iCDjH1fzUWd",208413,FALSE,FALSE,"4 Carats",12,"track","Wrapped In Red","C#","major","C# major"
"122","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.508,0.465,0.465,9,-8.275,1,0.0445,0.44,0,0.0979,0.0979,0.176,149.977,"3b3UASX1zmY2Pf90oK2R6E",210933,FALSE,FALSE,"Just for Now",13,"track","Wrapped In Red","A","major","A major"
"123","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.342,0.215,0.215,7,-8.362,1,0.0288,0.891,0,0.103,0.103,0.152,109.378,"34k0Ce1ybXCTUEYhuKYpK3",249240,FALSE,FALSE,"Silent Night (feat. Reba McEntire & Trisha Yearwood)",14,"track","Wrapped In Red","G","major","G major"
"124","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.427,0.185,0.185,10,-11.173,1,0.0313,0.937,0.000129,0.081,0.081,0.257,83.114,"1rixIFk3eRIJrABKtKLltf",174560,FALSE,FALSE,"I'll Be Home for Christmas",15,"track","Wrapped In Red","A#","major","A# major"
"125","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2013-10-25",2013,"day",0.275,0.0234,0.0234,11,-14.301,1,0.0375,0.949,2.7e-05,0.0991,0.0991,0.0434,78.713,"3TvMqASHWuXGE7Q7j8WlSf",120600,FALSE,FALSE,"Oh Come, Oh Come Emmanuel",16,"track","Wrapped In Red","B","major","B major"
"126","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.67,0.805,0.805,5,-5.127,1,0.0288,0.0292,0,0.0758,0.0758,0.489,95.967,"2aPn7vzHkHfLhwavd7nc1G",232520,FALSE,FALSE,"Mr. Know It All",1,"track","Stronger (Deluxe Version)","F","major","F major"
"127","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.564,0.939,0.939,0,-4.278,1,0.0478,0.0442,0,0.112,0.112,0.613,116.025,"459h0Mh30C82Z1lhk41yYK",221946,FALSE,FALSE,"Stronger (What Doesn't Kill You)",2,"track","Stronger (Deluxe Version)","C","major","C major"
"128","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.546,0.86,0.86,7,-4.068,1,0.0559,0.0842,0,0.322,0.322,0.32,118.873,"2PN93Fdfra2eHvEdBDYy09",224506,FALSE,FALSE,"Dark Side",3,"track","Stronger (Deluxe Version)","G","major","G major"
"129","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.311,0.85,0.85,7,-4.496,0,0.11,0.133,0,0.162,0.162,0.221,169.706,"6EhoHeRexOyEJbNHcqRfPN",216173,FALSE,FALSE,"Honestly",4,"track","Stronger (Deluxe Version)","G","minor","G minor"
"130","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.741,0.853,0.853,9,-3.997,0,0.0429,0.0362,0,0.0685,0.0685,0.804,119.948,"4u4RMUtp0ORFhHV5rtDNO0",244200,FALSE,FALSE,"You Love Me",5,"track","Stronger (Deluxe Version)","A","minor","A minor"
"131","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.64,0.788,0.788,3,-4.048,0,0.0304,0.058,0,0.498,0.498,0.76,97.027,"35vrGfSWO1ZSE06n90iXEd",179000,FALSE,FALSE,"Einstein",6,"track","Stronger (Deluxe Version)","D#","minor","D# minor"
"132","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.547,0.556,0.556,0,-6.61,1,0.0255,0.378,0,0.141,0.141,0.301,79.943,"2u170AZjGtWEAPkO7jLUK3",239240,FALSE,FALSE,"Standing In Front Of You",7,"track","Stronger (Deluxe Version)","C","major","C major"
"133","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.622,0.746,0.746,9,-4.455,1,0.0494,0.00259,0,0.178,0.178,0.672,128.007,"2aWky2vqZigXWPZ8txp5VA",184386,FALSE,FALSE,"I Forgive You",8,"track","Stronger (Deluxe Version)","A","major","A major"
"134","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.604,0.841,0.841,6,-3.052,1,0.0351,0.000491,0,0.237,0.237,0.717,117.987,"78kC7UCvqWwKr1PNOkjsBP",179533,FALSE,FALSE,"Hello",9,"track","Stronger (Deluxe Version)","F#","major","F# major"
"135","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.514,0.776,0.776,6,-5.199,1,0.0612,0.0393,0,0.0948,0.0948,0.213,91.034,"3b8GtUaCKWfSsIefjdaeSr",236960,FALSE,FALSE,"The War Is Over",10,"track","Stronger (Deluxe Version)","F#","major","F# major"
"136","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.485,0.954,0.954,8,-4.665,1,0.128,0.000302,0,0.323,0.323,0.851,159.944,"5ro2YGfAGj9YFEaz9LtlM4",204346,FALSE,FALSE,"Let Me Down",11,"track","Stronger (Deluxe Version)","G#","major","G# major"
"137","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.511,0.806,0.806,9,-2.659,1,0.108,0.000178,0,0.0368,0.0368,0.608,147.989,"6GE8rNF9fuVHjh9qWHSRCJ",259813,FALSE,FALSE,"You Can't Win",12,"track","Stronger (Deluxe Version)","A","major","A major"
"138","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.443,0.569,0.569,4,-5.448,1,0.0304,0.00625,0,0.227,0.227,0.0593,109.134,"7LonX8tlJILModrYx87KSp",228693,FALSE,FALSE,"Breaking Your Own Heart",13,"track","Stronger (Deluxe Version)","E","major","E major"
"139","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.457,0.649,0.649,11,-4.5,1,0.0304,0.0616,0,0.0831,0.0831,0.154,143.837,"6udk6Qql3wv1jsvk80jbGl",259986,FALSE,FALSE,"Don't You Wanna Stay (with Kelly Clarkson)",14,"track","Stronger (Deluxe Version)","B","major","B major"
"140","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.655,0.925,0.925,10,-2.983,1,0.0595,0.00142,0,0.219,0.219,0.63,127.966,"2zRhx12LC7d1e3khxyEre9",181040,FALSE,FALSE,"Alone",15,"track","Stronger (Deluxe Version)","A#","major","A# major"
"141","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.529,0.882,0.882,1,-4.708,1,0.0529,0.00176,0,0.575,0.575,0.846,140.066,"67jIG9sZmvNU2AIv9nysa1",207013,FALSE,FALSE,"Don't Be A Girl About It",16,"track","Stronger (Deluxe Version)","C#","major","C# major"
"142","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.395,0.631,0.631,8,-5.23,1,0.032,0.00477,0,0.116,0.116,0.153,144.024,"4O6Fjn1BNNwEniqveAR9UR",213386,FALSE,FALSE,"The Sun Will Rise",17,"track","Stronger (Deluxe Version)","G#","major","G# major"
"143","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-26",2011,"day",0.655,0.502,0.502,1,-6.407,0,0.0404,0.215,1.12e-06,0.0849,0.0849,0.276,114.82,"4zkIqjD6K9ajvYEjW6wFdB",287106,FALSE,FALSE,"Why Don't You Try",18,"track","Stronger (Deluxe Version)","C#","minor","C# minor"
"144","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-24",2011,"day",0.676,0.807,0.807,5,-5.131,1,0.029,0.0284,0,0.0701,0.0701,0.443,95.956,"7uRznL3LcuazKpwCTpDltz",232520,FALSE,FALSE,"Mr. Know It All",1,"track","Stronger (Deluxe Version)","F","major","F major"
"145","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-24",2011,"day",0.562,0.939,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.112,0.684,116.044,"6D60klaHqbCl9ySc8VcRss",221946,FALSE,FALSE,"Stronger (What Doesn't Kill You)",2,"track","Stronger (Deluxe Version)","C","major","C major"
"146","Kelly Clarkson","3BmGtnKgCSGYIUhmivXKWX","album","2011-10-24",2011,"day",0.559,0.86,0.86,7,-4.04,1,0.05,0.0991,0,0.292,0.292,0.292,118.969,"2X1Z1k5wftCspyRLrqVCza",224506,FALSE,FALSE,"Dark Side",3,"track","Stronger (Deluxe Version)","G","major","G major"
