"","ag.artist_name","ag.artist_id","ag.album_type","ag.album_release_date","ag.album_release_year","ag.album_release_date_precision","ag.danceability","ag.energy","ag.energy.1","ag.key","ag.loudness","ag.mode","ag.speechiness","ag.acousticness","ag.instrumentalness","ag.liveness","ag.liveness.1","ag.valence","ag.tempo","ag.track_id","ag.duration_ms","ag.explicit","ag.is_local","ag.track_name","ag.track_number","ag.type","ag.album_name","ag.key_name","ag.mode_name","ag.key_mode"
"261","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2016-04-01",2016,"day",0.507,0.697,0.697,11,-6.021,1,0.0616,0.0149,0.000887,0.122,0.122,0.401,102.983,"1UujO43qVZnWObydH4MLT5",200400,TRUE,FALSE,"Thinking Bout You",15,"track","Dangerous Woman","B","major","B major"
"262","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.416,0.182,0.182,6,-12.439,1,0.0337,0.969,3.51e-05,0.339,0.339,0.0977,90.351,"0LlAdQc4Vd7wqqbdtKJmQR",79840,FALSE,FALSE,"Intro",1,"track","My Everything (Italian Edition)","F#","major","F# major"
"263","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.659,0.804,0.804,1,-5.353,0,0.152,0.0193,9.17e-06,0.161,0.161,0.618,102.997,"6DIJNt6nfvvlqn8zvNVEtu",193920,FALSE,FALSE,"Problem",2,"track","My Everything (Italian Edition)","C#","minor","C# minor"
"264","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.627,0.594,0.594,8,-5.036,1,0.0323,0.0921,1.52e-06,0.096,0.096,0.106,125.024,"7rsLMII8g2bqmJNvgNgLk7",197266,FALSE,FALSE,"One Last Time",3,"track","My Everything (Italian Edition)","G#","major","G# major"
"265","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.324,0.664,0.664,11,-5.94,1,0.0591,0.0499,0,0.15,0.15,0.317,160.027,"5Dfp4Bkhy4UXzY5SigPkQv",211880,FALSE,FALSE,"Why Try",4,"track","My Everything (Italian Edition)","B","major","B major"
"266","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.688,0.702,0.702,7,-5.324,0,0.0455,0.00631,4.1e-05,0.204,0.204,0.285,129.949,"27OptODVTqmWExaqxhq2PA",214840,FALSE,FALSE,"Break Free",5,"track","My Everything (Italian Edition)","G","minor","G minor"
"267","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.652,0.576,0.576,6,-6.894,1,0.447,0.545,0,0.112,0.112,0.231,143.886,"1bZ8wZ5YMNTF7H7VUlBZqR",233733,FALSE,FALSE,"Best Mistake",6,"track","My Everything (Italian Edition)","F#","major","F# major"
"268","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.622,0.581,0.581,3,-6.256,0,0.0354,0.0734,8.26e-06,0.0824,0.0824,0.417,145.091,"4xXhDyl6VtC5yUsfrUt7H1",217053,FALSE,FALSE,"Be My Baby",7,"track","My Everything (Italian Edition)","D#","minor","D# minor"
"269","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.727,0.604,0.604,6,-5.673,1,0.0505,0.0114,0,0.0639,0.0639,0.595,93.903,"5aQpuASoQgP4fbdCzAxT4f",253386,FALSE,FALSE,"Break Your Heart Right Back",8,"track","My Everything (Italian Edition)","F#","major","F# major"
"270","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.483,0.714,0.714,1,-4.389,0,0.0331,0.00974,0,0.0763,0.0763,0.245,99.029,"3XhZO6P0xUC1LUFLAueRaf",236133,FALSE,FALSE,"Love Me Harder",9,"track","My Everything (Italian Edition)","C#","minor","C# minor"
"271","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.433,0.324,0.324,9,-5.959,1,0.0284,0.691,0,0.0994,0.0994,0.161,77.993,"2P9cGCa2Jh6xkJTpqJs4If",232586,FALSE,FALSE,"Just A Little Bit Of Your Heart",10,"track","My Everything (Italian Edition)","A","major","A major"
"272","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.662,0.767,0.767,7,-5.693,1,0.0379,0.226,1.44e-06,0.324,0.324,0.375,97.973,"0vz9i3qlKYmqaGbnZoDPsu",192226,FALSE,FALSE,"Hands On Me",11,"track","My Everything (Italian Edition)","G","major","G major"
"273","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.469,0.262,0.262,11,-5.308,1,0.0299,0.882,0,0.129,0.129,0.427,109.675,"3OfT2lctUKQka0Flqda86u",168520,FALSE,FALSE,"My Everything",12,"track","My Everything (Italian Edition)","B","major","B major"
"274","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.705,0.75,0.75,0,-4.449,0,0.106,0.285,0,0.396,0.396,0.7,149.989,"0n0RIL4QDgDNEfuA3hey4a",199320,FALSE,FALSE,"Bang Bang",13,"track","My Everything (Italian Edition)","C","minor","C minor"
"275","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.647,0.841,0.841,0,-5.716,1,0.249,0.505,0,0.0782,0.0782,0.376,101.359,"4HvTP6KuJyLQ0sJgV0EYzG",193986,FALSE,FALSE,"Only 1",14,"track","My Everything (Italian Edition)","C","major","C major"
"276","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.382,0.631,0.631,0,-5.886,1,0.258,0.0458,0,0.128,0.128,0.367,170.174,"4b8uCnqVuhnuKf9xWEgejN",233666,FALSE,FALSE,"You Don't Know Me",15,"track","My Everything (Italian Edition)","C","major","C major"
"277","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.63,0.696,0.696,8,-5.219,1,0.0358,0.0855,9.22e-06,0.102,0.102,0.107,125.061,"7n4UwMEziu5ovqdEhLfYNq",197973,FALSE,FALSE,"One Last Time",16,"track","My Everything (Italian Edition)","G#","major","G# major"
"278","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.615,0.538,0.538,6,-7.425,0,0.0373,0.216,0,0.0626,0.0626,0.504,109.971,"62ZkxTmvO4Zx7HViAII0bR",211186,FALSE,FALSE,"Love Me Harder - Alex Ghenea Remix",17,"track","My Everything (Italian Edition)","F#","minor","F# minor"
"279","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-06-30",2015,"day",0.645,0.913,0.913,5,-4.413,0,0.0395,0.0548,3.63e-05,0.442,0.442,0.477,125.06,"5ZUEGiZXJAINc3fDBbbYlW",246973,FALSE,FALSE,"One Last Time - Gazzo Remix",18,"track","My Everything (Italian Edition)","F","minor","F minor"
"280","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.832,0.577,0.577,5,-6.452,0,0.0613,0.00698,0.648,0.261,0.261,0.0392,128.021,"2ozJsBoBeVz4k3FvO5Lsd1",319133,FALSE,FALSE,"The Way - Sidney Samson Remix",1,"track","The Remix","F","minor","F minor"
"281","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.691,0.897,0.897,7,-3.239,1,0.0364,0.0181,3.4e-05,0.202,0.202,0.66,132.038,"2999HI47b2JZcvZJe4u4H4",244173,FALSE,FALSE,"Right There - 7th Heaven Radio Edit",2,"track","The Remix","G","major","G major"
"282","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.68,0.927,0.927,4,-3.608,0,0.0512,0.0876,0.000891,0.207,0.207,0.84,130.026,"6tLkvHlWtQjQReJeEE2zZ1",227533,FALSE,FALSE,"Right There - Ralphi Rosario Radio",3,"track","The Remix","E","minor","E minor"
"283","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.684,0.823,0.823,1,-4.674,1,0.0384,0.00209,0.000855,0.362,0.362,0.585,124.954,"6uQ2N1OF6jjPBD4EcVLMmU",239440,FALSE,FALSE,"Baby I - Cosmic Dawn Radio Edit",4,"track","The Remix","C#","major","C# major"
"284","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.637,0.758,0.758,6,-8.546,1,0.0299,0.00902,0.00091,0.12,0.12,0.438,124.026,"1PXRdIwo29TUHlR3XjUGgv",228906,FALSE,FALSE,"Baby I - A Director’s Cut Radio Edit",5,"track","The Remix","F#","major","F# major"
"285","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.517,0.924,0.924,6,-3.448,1,0.135,0.0465,0.0384,0.318,0.318,0.741,119.828,"04R0Qrg37pStX7AtGsn6Jn",188400,FALSE,FALSE,"Problem - Wayne G Radio Edit",6,"track","The Remix","F#","major","F# major"
"286","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.62,0.92,0.92,4,-3.625,1,0.216,0.0131,0.0171,0.354,0.354,0.566,102.996,"1pqkTy6VMONEyzbfooVkfB",195533,FALSE,FALSE,"Problem - Dave Aude Twerk Edit",7,"track","The Remix","E","major","E major"
"287","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.739,0.812,0.812,8,-5.12,0,0.0533,0.0127,0.000935,0.0573,0.0573,0.568,103.034,"76hQ50MLFsOQ9q6iKtPd3m",205546,FALSE,FALSE,"Problem - Dawin Remix",8,"track","The Remix","G#","minor","G# minor"
"288","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.702,0.72,0.72,7,-5.655,0,0.0401,0.00144,0.00189,0.0955,0.0955,0.21,129.985,"2aHQKWnf7PHNuX2ZxcuAw9",295413,FALSE,FALSE,"Break Free - Zedd's Extended Mix",9,"track","The Remix","G","minor","G minor"
"289","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.745,0.952,0.952,7,-4.347,1,0.0678,0.00251,0.223,0.367,0.367,0.258,129.999,"3e4hPBKNSJpiSCcgDaiuDI",215186,FALSE,FALSE,"Bang Bang - Dada Life Remix",10,"track","The Remix","G","major","G major"
"290","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.665,0.877,0.877,7,-3.292,0,0.0433,0.0151,1.92e-06,0.425,0.425,0.383,127.972,"7AcaQOmJXUwQ6ztNAmDPD1",186480,FALSE,FALSE,"Bang Bang - 3LAU Remix",11,"track","The Remix","G","minor","G minor"
"291","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.86,0.931,0.931,1,-2.047,0,0.104,0.003,0.00103,0.0463,0.0463,0.815,100.01,"1YrJfQLuFCIsFJIlHaVHjA",217226,FALSE,FALSE,"Love Me Harder - Kassiano Remix",12,"track","The Remix","C#","minor","C# minor"
"292","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.694,0.501,0.501,1,-6.168,0,0.0619,0.0795,0.429,0.209,0.209,0.523,124.947,"2YCrGv4u5pWy6ea438bSU7",255920,FALSE,FALSE,"Love Me Harder - Gregor Salto Amsterdam Mix",13,"track","The Remix","C#","minor","C# minor"
"293","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.82,0.643,0.643,11,-9.347,0,0.0764,0.000304,0.887,0.11,0.11,0.56,135.024,"0Ww6AgiTbMi2hTSarFzZRi",209333,FALSE,FALSE,"Love Me Harder - DJ Class Remix",14,"track","The Remix","B","minor","B minor"
"294","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-05-25",2015,"day",0.642,0.917,0.917,5,-4.428,0,0.0393,0.0522,3.6e-05,0.437,0.437,0.531,125.017,"6Sj7P2xumPOx9jnsWaU4oE",246933,FALSE,FALSE,"One Last Time - Gazzo Remix",15,"track","The Remix","F","minor","F minor"
"295","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.259,0.182,0.182,6,-12.439,1,0.0388,0.969,3.51e-05,0.339,0.339,0.0963,171.476,"1DfZFyeOTqcrveRLJD2psY",79840,FALSE,FALSE,"Intro",1,"track","My Everything (Deluxe)","F#","major","F# major"
"296","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.659,0.804,0.804,1,-5.352,0,0.154,0.0193,9.08e-06,0.161,0.161,0.618,103.026,"5w048fMWMdqxT2UAyXXB1Z",193920,FALSE,FALSE,"Problem",2,"track","My Everything (Deluxe)","C#","minor","C# minor"
"297","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.627,0.594,0.594,8,-5.036,1,0.0323,0.0921,1.52e-06,0.096,0.096,0.106,125.023,"50rGbTr2wrWnlIelPQxi87",197266,FALSE,FALSE,"One Last Time",3,"track","My Everything (Deluxe)","G#","major","G# major"
"298","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.267,0.664,0.664,8,-5.94,0,0.0635,0.0499,0,0.15,0.15,0.313,159.804,"30RyEhFRhQwdU9uz9GpsIW",211880,FALSE,FALSE,"Why Try",4,"track","My Everything (Deluxe)","G#","minor","G# minor"
"299","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.688,0.705,0.705,7,-5.323,0,0.0456,0.00658,4.04e-05,0.204,0.204,0.293,129.949,"3rWbIR3rJIT0Rpu3iR9ZXg",214840,FALSE,FALSE,"Break Free",5,"track","My Everything (Deluxe)","G","minor","G minor"
"300","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.65,0.576,0.576,6,-6.894,1,0.449,0.545,0,0.112,0.112,0.23,143.987,"4YABCZrigzsmAazCkbnsmE",233733,FALSE,FALSE,"Best Mistake",6,"track","My Everything (Deluxe)","F#","major","F# major"
"301","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.622,0.581,0.581,3,-6.256,0,0.0354,0.0734,8.03e-06,0.0824,0.0824,0.417,145.092,"2Gl4i222fTI6qG8DQiAh9E",217053,FALSE,FALSE,"Be My Baby",7,"track","My Everything (Deluxe)","D#","minor","D# minor"
"302","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.726,0.604,0.604,6,-5.673,1,0.0505,0.0114,0,0.0639,0.0639,0.595,93.898,"0ZrOMGpPyxmQDknWbfxPms",253386,FALSE,FALSE,"Break Your Heart Right Back",8,"track","My Everything (Deluxe)","F#","major","F# major"
"303","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.483,0.714,0.714,1,-4.389,0,0.0331,0.00974,0,0.0763,0.0763,0.245,99.027,"3RknjKzaZkjBqIGEN1Q871",236133,FALSE,FALSE,"Love Me Harder",9,"track","My Everything (Deluxe)","C#","minor","C# minor"
"304","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.44,0.324,0.324,9,-5.959,1,0.028,0.691,0,0.0994,0.0994,0.159,77.93,"25K9ZaVkBxqs3mIgqBfCyJ",232586,FALSE,FALSE,"Just A Little Bit Of Your Heart",10,"track","My Everything (Deluxe)","A","major","A major"
"305","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.662,0.767,0.767,7,-5.693,1,0.0379,0.225,1.43e-06,0.324,0.324,0.374,97.973,"4jiJGgI9CcpHNbynBRvZtC",192226,FALSE,FALSE,"Hands On Me",11,"track","My Everything (Deluxe)","G","major","G major"
"306","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.527,0.264,0.264,11,-5.309,1,0.0309,0.882,0,0.129,0.129,0.412,123.143,"0GSEYyijZUvmHtl8jdZO50",168520,FALSE,FALSE,"My Everything",12,"track","My Everything (Deluxe)","B","major","B major"
"307","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.705,0.75,0.75,0,-4.449,0,0.106,0.285,0,0.396,0.396,0.7,149.995,"5jARKYYEp6bdvu2FVTecYV",199320,FALSE,FALSE,"Bang Bang",13,"track","My Everything (Deluxe)","C","minor","C minor"
"308","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.648,0.841,0.841,0,-5.716,1,0.249,0.505,0,0.0783,0.0783,0.377,101.359,"5PxLvDFeyCWlM1LBNzgqVB",193986,FALSE,FALSE,"Only 1",14,"track","My Everything (Deluxe)","C","major","C major"
"309","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.381,0.63,0.63,0,-5.886,1,0.259,0.045,0,0.143,0.143,0.368,170.175,"08NgnALXGHiMSWgIDRLz2y",231746,FALSE,FALSE,"You Don't Know Me",15,"track","My Everything (Deluxe)","C","major","C major"
"310","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.659,0.634,0.634,8,-4.207,1,0.03,0.0721,0,0.107,0.107,0.161,125.032,"6McECqsEsUv8WuWtz0WS0t",196186,FALSE,FALSE,"One Last Time (Attends-Moi)",16,"track","My Everything (Deluxe)","G#","major","G# major"
"311","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.609,0.545,0.545,6,-7.465,0,0.0377,0.203,0,0.0521,0.0521,0.519,109.98,"2SUgRZJuP3bxmlDHD6ZB7g",211520,FALSE,FALSE,"Love Me Harder - Alex Ghenea Remix",17,"track","My Everything (Deluxe)","F#","minor","F# minor"
"312","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2015-04-13",2015,"day",0.637,0.929,0.929,5,-4.411,0,0.0433,0.0581,6.04e-05,0.668,0.668,0.457,125.032,"3HXqalQmiJuoIpMa8aEhzc",245120,FALSE,FALSE,"One Last Time - Gazzo Remix",18,"track","My Everything (Deluxe)","F","minor","F minor"
"313","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.407,0.183,0.183,6,-12.439,1,0.0333,0.969,3.83e-05,0.331,0.331,0.0955,89.83,"5h4Nb77ApXkgLhhJcVBMmC",79786,FALSE,FALSE,"Intro",1,"track","My Everything","F#","major","F# major"
"314","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.655,0.803,0.803,1,-5.362,0,0.181,0.0196,1.64e-05,0.136,0.136,0.62,102.997,"6WMhHZ8DK94KXzJVMXzig5",193960,FALSE,FALSE,"Problem",2,"track","My Everything","C#","minor","C# minor"
"315","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.627,0.6,0.6,8,-4.995,1,0.0318,0.104,2.58e-06,0.0978,0.0978,0.103,124.985,"4Y8KhqNtOMToFdUOAJpECt",197280,FALSE,FALSE,"One Last Time",3,"track","My Everything","G#","major","G# major"
"316","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.435,0.666,0.666,11,-5.946,1,0.0461,0.0487,0,0.153,0.153,0.34,159.868,"6R1YqXETSuz6VdVbd3MvsX",211880,FALSE,FALSE,"Why Try",4,"track","My Everything","B","major","B major"
"317","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.688,0.702,0.702,7,-5.324,0,0.0456,0.00655,4.28e-05,0.203,0.203,0.284,129.952,"67NbegQzVSnoa9wYgknJ51",214840,FALSE,FALSE,"Break Free",5,"track","My Everything","G","minor","G minor"
"318","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.654,0.575,0.575,6,-6.895,1,0.441,0.541,0,0.112,0.112,0.225,143.948,"3khIgmbUpcJiYaEH1k7MWd",233733,FALSE,FALSE,"Best Mistake",6,"track","My Everything","F#","major","F# major"
"319","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.622,0.583,0.583,3,-6.248,0,0.0356,0.072,7.66e-06,0.0823,0.0823,0.42,145.071,"0sRwcZHsKP1KECOwxBSMTw",217053,FALSE,FALSE,"Be My Baby",7,"track","My Everything","D#","minor","D# minor"
"320","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.73,0.605,0.605,6,-5.672,1,0.0485,0.0112,0,0.064,0.064,0.599,93.921,"77z03u7x2Ie3VBl2ynwYfU",253386,FALSE,FALSE,"Break Your Heart Right Back",8,"track","My Everything","F#","major","F# major"
"321","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.492,0.714,0.714,1,-4.389,0,0.0324,0.00966,0,0.0762,0.0762,0.246,99.038,"0FsoAtabqinl5yi1o5vF1G",236053,FALSE,FALSE,"Love Me Harder",9,"track","My Everything","C#","minor","C# minor"
"322","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.444,0.319,0.319,9,-5.996,1,0.0279,0.716,0,0.1,0.1,0.152,77.986,"5KG7AfqT21OVoNFIBk81Bu",232666,FALSE,FALSE,"Just A Little Bit Of Your Heart",10,"track","My Everything","A","major","A major"
"323","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.662,0.764,0.764,7,-5.694,1,0.038,0.222,1.35e-06,0.324,0.324,0.358,97.974,"0efyhrIPNWKlKOqhCRgExf",192226,FALSE,FALSE,"Hands On Me",11,"track","My Everything","G","major","G major"
"324","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.464,0.264,0.264,11,-5.312,1,0.0298,0.877,0,0.131,0.131,0.411,107.911,"4UBZK4v5jZYqKxRg4943ca",168480,FALSE,FALSE,"My Everything",12,"track","My Everything","B","major","B major"
"325","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.703,0.755,0.755,0,-4.455,0,0.0855,0.265,0,0.389,0.389,0.777,150.009,"5dBJB1CA40lgQlzxnsSvDy",199360,FALSE,FALSE,"Bang Bang",13,"track","My Everything","C","minor","C minor"
"326","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.648,0.841,0.841,0,-5.714,1,0.253,0.502,0,0.0796,0.0796,0.382,101.364,"4BtFFDN4OF1N3TbJASOcj6",193986,FALSE,FALSE,"Only 1",14,"track","My Everything","C","major","C major"
"327","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.381,0.631,0.631,0,-5.886,1,0.263,0.0458,0,0.13,0.13,0.369,170.193,"640IjbQIx07t2k8YA6BiZT",233706,FALSE,FALSE,"You Don't Know Me",15,"track","My Everything","C","major","C major"
"328","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.377,0.413,0.413,6,-6.775,0,0.0361,0.646,0,0.25,0.25,0.336,160.778,"1sNw8GnBXbcpRE81JI9df4",170440,FALSE,FALSE,"Cadillac Song",16,"track","My Everything","F#","minor","F# minor"
"329","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.74,0.723,0.723,10,-4.202,0,0.0457,0.038,0,0.103,0.103,0.577,100.049,"24E8TC6yRWbteKd4ko6wqn",216360,FALSE,FALSE,"Too Close",17,"track","My Everything","A#","minor","A# minor"
"330","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.65,0.738,0.738,1,-4.385,1,0.038,0.0609,1.92e-06,0.351,0.351,0.458,102.09,"1rf5Ql0rU8SYISoiEW6LDH",197360,FALSE,FALSE,"Baby I",18,"track","My Everything","C#","major","C# major"
"331","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.447,0.182,0.182,6,-12.439,1,0.0324,0.969,3.83e-05,0.327,0.327,0.096,89.814,"0qMNPhpRzbghJy6G3SgRag",79840,FALSE,FALSE,"Intro",1,"track","My Everything (Deluxe)","F#","major","F# major"
"332","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.66,0.805,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.159,0.625,103.008,"7vS3Y0IKjde7Xg85LWIEdP",193920,FALSE,FALSE,"Problem",2,"track","My Everything (Deluxe)","C#","minor","C# minor"
"333","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.628,0.593,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.096,0.104,125.026,"7xoUc6faLbCqZO6fQEYprd",197266,FALSE,FALSE,"One Last Time",3,"track","My Everything (Deluxe)","G#","major","G# major"
"334","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.443,0.663,0.663,8,-5.946,0,0.0432,0.0494,0,0.153,0.153,0.331,159.856,"40fHWRL8bKcl5J4t4OKUiW",211880,FALSE,FALSE,"Why Try",4,"track","My Everything (Deluxe)","G#","minor","G# minor"
"335","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.687,0.702,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.204,0.284,129.956,"12KUFSHFgT0XCoiSlvdQi4",214840,FALSE,FALSE,"Break Free",5,"track","My Everything (Deluxe)","G","minor","G minor"
"336","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.654,0.578,0.578,6,-6.897,1,0.449,0.546,0,0.112,0.112,0.233,143.867,"70yhaHLp9STtzI2Kzba6Tr",233733,FALSE,FALSE,"Best Mistake",6,"track","My Everything (Deluxe)","F#","major","F# major"
"337","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.622,0.586,0.586,3,-6.241,0,0.0356,0.0735,7.41e-06,0.0803,0.0803,0.434,145.08,"0fonaf88IEDQM309zmU80L",217053,FALSE,FALSE,"Be My Baby",7,"track","My Everything (Deluxe)","D#","minor","D# minor"
"338","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.726,0.605,0.605,6,-5.673,1,0.0628,0.0113,0,0.0639,0.0639,0.588,93.93,"0HGcQDbRen8luCnwH53sNl",253386,FALSE,FALSE,"Break Your Heart Right Back",8,"track","My Everything (Deluxe)","F#","major","F# major"
"339","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.472,0.714,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.0764,0.24,98.992,"5J4ZkQpzMUFojo1CtAZYpn",236133,FALSE,FALSE,"Love Me Harder",9,"track","My Everything (Deluxe)","C#","minor","C# minor"
"340","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.439,0.322,0.322,9,-5.959,1,0.028,0.692,0,0.103,0.103,0.16,77.963,"5lvnGiTAH9BVlJLHc0DXZz",232586,FALSE,FALSE,"Just A Little Bit Of Your Heart",10,"track","My Everything (Deluxe)","A","major","A major"
